% Model,spaceplate_double_3d_PA.mph
% Version,COMSOL 6.2.0.415
% Date,"Aug 5 2025, 16:35"
% Table,Table 4 - Surface Average 2
% freq (Hz),abs(acpr2.p_t)^2 (kg^2/(m^2*s^4))
14925,0.003795414953331614
14930,0.0037962863998651447
14935,0.0037971898960897908
14940,0.003798125515448138
14945,0.0037990933325949714
14950,0.003800093423402526
14955,0.003801125864967798
14960,0.0038021907356150936
14965,0.003803288114906137
14970,0.0038044180836428717
14975,0.0038055807238740703
14980,0.003806776118902947
14985,0.0038080043532936316
14990,0.003809265512869428
14995,0.003810559684736578
15000,0.003811886957273825
15005,0.0038132474201489908
15010,0.003814641164315761
15015,0.0038160682820378945
15020,0.0038175288668788406
15025,0.0038190230137179317
15030,0.0038205508187548714
15035,0.0038221123795182457
15040,0.003823707794872322
15045,0.003825337165025445
15050,0.0038270005915360984
15055,0.0038286981773251374
15060,0.0038304300266773163
15065,0.0038321962452499978
15070,0.0038339969400920737
15075,0.0038358322196379037
15080,0.0038377021937261147
15085,0.0038396069735966336
15090,0.00384154667191858
15095,0.00384352140277843
15100,0.0038455312817026314
15105,0.0038475764256602238
15110,0.0038496569530761726
15115,0.003851772983836893
15120,0.0038539246393029737
15125,0.0038561120423170497
15130,0.0038583353172147203
15135,0.0038605945898336097
15140,0.0038628899875246003
15145,0.003865221639160771
15150,0.003867589675148992
15155,0.00386999422743988
15160,0.003872435429538611
15165,0.003874913416516172
15170,0.0038774283250200088
15175,0.0038799802932853334
15180,0.003882569461146548
15185,0.003885195970048887
15190,0.003887859963059829
15195,0.003890561584881281
15200,0.0038933009818612582
15205,0.003896078302006322
15210,0.0038988936949941933
15215,0.003901747312185797
15220,0.0039046393066379777
15225,0.003907569833117168
15230,0.003910539048111559
15235,0.003913547109844979
15240,0.003916594178290148
15245,0.00391968041518208
15250,0.003922805984032433
15255,0.003925971050143158
15260,0.003929175780620883
15265,0.003932420344391107
15270,0.003935704912213384
15275,0.003939029656695362
15280,0.003942394752308492
15285,0.003945800375402923
15290,0.003949246704222905
15295,0.003952733918922963
15300,0.003956262201582851
15305,0.003959831736224736
15310,0.003963442708828839
15315,0.003967095307349689
15320,0.003970789721734067
15325,0.003974526143936676
15330,0.0039783047679379634
15335,0.003982125789763156
15340,0.003985989407495706
15345,0.00398989582130038
15350,0.003993845233437717
15355,0.003997837848283342
15360,0.004001873872350906
15365,0.0040059535143016686
15370,0.004010076984973486
15375,0.0040142444973946985
15380,0.004018456266805525
15385,0.004022712510677797
15390,0.004027013448735816
15395,0.00403135930297596
15400,0.00403575029768855
15405,0.00404018665947792
15410,0.004044668617285076
15415,0.004049196402408328
15420,0.00405377024852578
15425,0.004058390391718229
15430,0.004063057070490163
15435,0.004067770525794855
15440,0.004072531001055212
15445,0.004077338742189489
15450,0.00408219399763425
15455,0.004087097018368263
15460,0.0040920480579376296
15465,0.004097047372480427
15470,0.004102095220751868
15475,0.0041071918641501235
15480,0.004112337566741659
15485,0.004117532595288344
15490,0.00412277721927351
15495,0.004128071710929113
15500,0.00413341634526295
15505,0.0041388114000866635
15510,0.004144257156043876
15515,0.004149753896638241
15520,0.004155301908263099
15525,0.004160901480229929
